CODE,CPV_HU,CPV_EN
33169400-6,Sebészeten használt edények,Surgical containers
33169500-7,Sebészeti nyomonkövetési és ellenőrző rendszerek,Surgical tracking and tracing systems
33170000-2,Anesztézia és újraélesztés,Anaesthesia and resuscitation
33171000-9,Anesztéziai és újraélesztési műszerek,Instruments for anaesthesia and resuscitation
33171100-0,Anesztéziai műszerek,Instruments for anaesthesia
33171110-3,Anesztéziai maszk,Anaesthesia mask
33171200-1,Újraélesztési műszerek,Instruments for resuscitation
33171210-4,Újraélesztési maszk,Resuscitation mask
33171300-2,Epidurális készletek és csomagok,Epidural kits or packs
33172000-6,Anesztéziai és újraélesztési készülékek,Anaesthesia and resuscitation devices
33172100-7,Anesztéziai készülékek,Anaesthesia devices
33172200-8,Újraélesztési készülékek,Resuscitation devices
33180000-5,Életműködést támogató eszközök,Functional support
33181000-2,Veseműködést támogató készülékek,Renal support devices
33181100-3,Vérdializáló készülékek,Haemodialysis devices
33181200-4,Dializáló szűrők,Dialysis filters
33181300-5,Egyéni vérdializáló monitor,Haemodialysis individual monitor
33181400-6,Többpozíciójú (több beteget kiszolgáló) vérdializáló,Haemodialysis multiposition
33181500-7,Nefrológiai fogyóeszközök,Renal consumables
33181510-0,Vesefolyadék,Renal fluid
33181520-3,Vesedializáló fogyóeszközök,Renal dialysis consumables
33182000-9,Szívműködést (keringést) támogató eszközök,Cardiac support devices
33182100-0,Defibrillátor,Defibrillator
33182200-1,Szívmasszázskészülékek,Cardiac stimulation devices
33182210-4,Szívritmus-szabályozó,Pacemaker
33182220-7,Szívbillentyű,Cardiac valve
33182230-0,Szívkamra,Ventricle
33182240-3,Szívritmus-szabályozók alkatrésze és kiegészítője,Parts and accessories for pacemakers
33182241-0,Elemek szívritmus-szabályozóhoz,Batteries for pacemakers
33182300-2,Szívsebészeti készülékek,Cardiac surgery devices
33182400-3,Szívröntgenrendszerek,Cardiac X-ray system
33183000-6,Ortopédiai segédeszközök,Orthopaedic support devices
33183100-7,Ortopédiai implantátumok,Orthopaedic implants
33183200-8,Ortopédiai protézisek,Orthopaedic prostheses
33183300-9,Csontszintetizáló készülékek,Osteosynthesis devices
33184000-3,Műtestrészek,Artificial parts of the body
33184100-4,Sebészeti implantátumok,Surgical implants
33184200-5,Érprotézisek,Vascular prostheses
33184300-6,Műszívalkatrészek,Artificial parts of the heart
33184400-7,Mellprotézis,Breast prostheses
33184410-0,Belső mellprotézisek,Internal breast prostheses
33184420-3,Külső mellprotézisek,External breast prostheses
33184500-8,Szívkoszorúér-protézisek,Coronary endoprostheses
33184600-9,Műszemek,False eyes
33185000-0,Hallókészülékek,Hearing aids
33185100-1,Hallókészülék alkatrészei és kiegészítője,Parts and accessories for hearing aids
33185200-2,Fülcsiga-implantátum,Cochlear implant
33185300-3,Fül-orr-gégészeti implantátumok,Otolaryngology implant
33185400-4,Műgége,Larynx artificial
33186000-7,Testen kívüli keringtető egység,Extracorporeal circulatory unit
33186100-8,Oxigéndúsító,Oxygenator
33186200-9,Vér- és folyadékmelegítés,Blood and fluid warming
33190000-8,Különféle orvosi eszközök és készítmények,Miscellaneous medical devices and products
33191000-5,"Sterilizáló-, fertőtlenítő- és egészségügyi eszközök","Sterilisation, disinfection and hygiene devices"
33191100-6,Sterilizálóberendezés,Steriliser
33191110-9,Autoklávok,Autoclaves
33192000-2,Gyógyászati bútorok,Medical furniture
33192100-3,Gyógyászati felhasználású ágyak,Beds for medical use
33192110-6,Ortopédiai ágyak,Orthopaedic beds
33192120-9,Kórházi ágyak,Hospital beds
33192130-2,Motoros ágyak,Motorised beds
33192140-5,Pszichiátriai heverők,Psychiatric couches
33192150-8,Terápiás ágyak,Therapy beds
33192160-1,Hordágyak,Stretchers
33192200-4,Orvosi asztalok,Medical tables
33192210-7,Vizsgálóasztalok,Examination tables
33192230-3,Műtőasztalok,Operating tables
33192300-5,Gyógyászati bútorok az ágy és az asztal kivételével,Medical furniture except beds and tables
33192310-8,Húzó- és felfüggesztőszerkezetek orvosi ágyhoz,Traction or suspension devices for medical beds
33192320-1,Vizeletpalack-tartók,Urine-bottle holders
33192330-4,Transzfúziós állványok,Transfusion pods
33192340-7,Műtőtermi bútorok az asztal kivételével,Operating theatre furniture except tables
33192350-0,Terem gyógyászati célú tenyésztéshez,Medical cultivation cabinet
33192400-6,Fogászati rendelők,Dental workstations
33192410-9,Fogászati szék,Dental chairs
33192500-7,Kémcsövek,Test tubes
33192600-8,Emelőberendezések az egészségügyi szektor részére,Lifting equipment for health care sector
33193000-9,"Rokkantkocsik, kerekesszékek és ezekhez tartozó eszközök","Invalid carriages, wheelchairs and associated devices"
33193100-0,Rokkantkocsik és kerekesszékek,Invalid carriages and wheelchairs
33193110-3,Rokkantkocsik,Invalid carriages
33193120-6,Kerekesszékek,Wheelchairs
33193121-3,Motoros kerekesszékek,Motorised wheelchairs
33193200-1,Rokkantkocsik és kerekesszékek alkatrészei és tartozékai,Parts and accessories for invalid carriages and wheelchairs
33193210-4,Rokkantkocsik alkatrésze és tartozéka,Parts and accessories for invalid carriages
33193211-1,Rokkantkocsi motorja,Motors for invalid carriages
33193212-8,Rokkantkocsi kormányszerkezete,Steering devices for invalid carriages
33193213-5,Rokkantkocsi irányítószerkezete,Control devices for invalid carriages
33193214-2,Rokkantkocsi alváza,Chassis for invalid carriages
33193220-7,Kerekesszék alkatrésze és tartozéka,Parts and accessories for wheelchairs
33193221-4,Kerekesszék párnája,Wheelchair cushions
33193222-1,Kerekesszék kerete,Wheelchair frames
33193223-8,Kerekesszék ülése,Wheelchair seats
33193224-5,Kerekesszék kereke,Wheelchair wheels
33193225-2,Kerekesszék gumiabroncsai,Wheelchair tyres
33194000-6,Transzfúziós és infúziós készülékek és műszerek,Devices and instruments for transfusion and infusion
33194100-7,Infúziós készülékek és műszer,Devices and instruments for infusion
33194110-0,Infúziós szivattyúk,Infusion pumps
33194120-3,Infúziós kellékek,Infusion supplies
33194200-8,Transzfúziós készülékek és műszerek,Devices and instruments for transfusion
33194210-1,Vértranszfúziós készülékek,Blood-transfusion devices
33194220-4,Vértranszfúziós kellékek,Blood-transfusion supplies
33195000-3,Páciensfigyelő rendszerek,Patient-monitoring system
33195100-4,Monitorok,Monitors
33195110-7,Légzőszervi monitorok,Respiratory monitors
33195200-5,Központi betegfigyelő állomás,Central monitoring station
33196000-0,Gyógyászati segédeszközök,Medical aids
33196100-1,Segédeszközök idősek számára,Devices for the elderly
33196200-2,Segédeszközök mozgássérültek számára,Devices for the disabled
33197000-7,Gyógyászati számítógépes rendszer,Medical computer equipment
33198000-4,Kórházi papíráruk,Hospital paper articles
33198100-5,Papírleszorítók,Paper compresses
33198200-6,Papír sterilizálózacskó és csomagolókendő,Paper sterilisation pouches or wraps
33199000-1,Egészségügyi munkaruházat,Medical clothing
33600000-6,Gyógyszerészeti termékek,Pharmaceutical products
33610000-9,A tápcsatorna és az anyagcsere gyógyszerei,Medicinal products for the alimentary tract and metabolism
33611000-6,Savtúltengéses zavarok gyógyszerei,Medicinal products for acid related disorders
33612000-3,Funkcionális gasztrointesztinális zavarok,Medicinal products for functional gastrointestinal disorders
33613000-0,Hashajtó készítmények,Laxatives
33614000-7,Hasmenés elleni szerek,"Antidiarrhoeals, intestinal anti-inflammatory/anti-infective agents"
33615000-4,Cukorbetegség elleni gyógyszerek,Medicinal products used in diabetes
33615100-5,Inzulin,Insulin
33616000-1,Vitaminok,Vitamins
33616100-2,Provitaminok,Provitamins
33617000-8,Ásványi anyagok,Mineral supplements
33620000-2,"A vér, a vérképző szervek, illetve a szív és az érrendszer gyógyszerei","Medicinal products for the blood, blood-forming organs and the cardiovascular system"
33621000-9,A vér és a vérképző szervek gyógyszerei,Medicinal products for the blood and blood-forming organs
33621100-0,Antitrombotikus szerek,Antithrombotic agents
33621200-1,Vérzés elleni szerek,Antihaemorrhagics
33621300-2,Antianémiás készítmények,Antianaemic preparations
33621400-3,Vérpótló szerek és perfúziós oldatok,Blood substitutes and perfusion solutions
33622000-6,A szív és az érrendszer gyógyszerei,Medicinal products for the cardiovascular system
33622100-7,Szív kezelésére szolgáló gyógyszerek,Cardiac therapy medicinal products
33622200-8,Magas vérnyomás elleni szerek,Antihypertensives
33622300-9,Vizelethajtó szerek,Diuretics
33622400-0,Érvédők,Vasoprotectives
33622500-1,Aranyér elleni szerek helyi kezelésre,Antihaemorrhoidals for topical use
33622600-2,Béta-blokkoló szerek,Beta-blocking agents
33622700-3,Kalciumcsatorna-blokkolók,Calcium channel blockers
33622800-4,A rennin-angistenzin rendszerre ható szerek,Agents acting on the renin-angiotensin system
33630000-5,A bőrgyógyászat és a csont- és izomrendszer gyógyszerei,Medicinal products for dermatology and the musculo-skeletal system
33631000-2,A bőrgyógyászat gyógyszerei,Medicinal products for dermatology
33631100-3,Gombaellenes szerek bőrgyógyászati használatra,Antifungals for dermatological use
33631110-6,Szalicilsavak,Salicylic acids
33631200-4,Puhítók és védőszerek,Emollients and protectives
33631300-5,Pikkelysömör elleni készítmények,Antipsoriatics
33631400-6,Antibiotikumok és homeopátiás szerek bőrgyógyászati használatra,Antibiotics and chemotherapeutics for dermatological use
33631500-7,Corticosteroidok bőrgyógyászati használatra és bőrgyógyászati készítmények,Corticosteroids for dermatological use and dermatological preparations
33631600-8,Antiszeptikumok és fertőtlenítő szerek,Antiseptics and disinfectants
33631700-9,Akne elleni szerek,Anti-acne preparations
33632000-9,Izom- és csontrendszer gyógyszerei,Medicinal products for the musculo-skeletal system
33632100-0,Gyulladáscsökkentők és antireumatikumok,Anti-inflammatory and anti-rheumatic products
33632200-1,Izomlazítók,Muscle relaxants
33632300-2,Köszvény elleni szerek,Antigout preparations
33640000-8,Az urogenitális rendszer gyógyszerei és hormonok,Medicinal products for the genitourinary system and hormones
33641000-5,Az urogenitális rendszer gyógyszerei és nemi hormonok,Medicinal products for the genitourinary system and sex hormones
33641100-6,Nőgyógyászati fertőzésellenes szerek és antiszeptikumok,Gynaecological anti-infectives and antiseptics
33641200-7,Egyéb nőgyógyászati gyógyszerek,Other gynaecologicals
33641300-8,Nemi hormonok és a genitális rendszer szabályozói,Sex hormones and modulators of the genital system
33641400-9,Fogamzásgátlók,Contraceptives
33641410-2,Fogamzásgátló tabletták,Oral contraceptives
33641420-5,Kémiai fogamzásgátlók,Chemical contraceptives
33642000-2,Szisztémás hormonális készítmények a nemi hormonok kivételével,"Systemic hormonal preparations, excl. sex hormones"
33642100-3,Hipofízis és hipotalamuszhormonok és hasonlók,"Pituitary, hypothalamic hormones and analogues"
33642200-4,Corticosteroidok szisztémás használatra,Corticosteroids for systemic use
33642300-5,Gyógyszerek pajzsmirigy kezelésére,Thyroid therapy medicinal products
33650000-1,"Általános fertőzésellenes szerek szisztémás használatra, vakcinák, daganatellenes és immunmodulátor szerek","General anti-infectives for systemic use, vaccines, antineoplastic and immunodulating agents"
33651000-8,Általános fertőzésellenes szerek szisztémás használatra és vakcinák,General anti-infectives for systemic use and vaccines
33651100-9,Baktériumellenes szerek szisztémás használatra,Antibacterials for systemic use
33651200-0,Gombaellenes szerek szisztémás használatra,Antimycotics for systemic use
33651300-1,Mycobacterium elleni szerek,Antimycobacterials
33651400-2,Vírusellenes szerek szisztémás használatra,Antivirals for systemic use
33651500-3,Immunszérumok és immunglobulinok,Immune sera and immunoglobulins
33651510-6,Ellenszérumok,Antisera
33651520-9,Immunglobulin,Immunoglobulins
33651600-4,Vakcinák,Vaccines
33651610-7,Diftéria-szamárköhögés-tetanusz vakcinák,Diphtheria-pertussis-tetanus vaccines
33651620-0,Diftéria-tetanusz vakcinák,Diphtheria-tetanus vaccines
33651630-3,BCG-vakcina (liofilizált),BCG vaccines (dried)
33651640-6,Kanyaró-mumpsz-rubeola vakcinák,Measles-mumps-rubella vaccines
33651650-9,Tífuszvakcina,Typhus vaccines
33651660-2,Influenzavakcinák,Influenza vaccines
33651670-5,Poliovakcinák,Polio vaccines
33651680-8,Hepatitis B vakcina,Hepatitis B vaccines
33651690-1,Állatgyógyászati felhasználású vakcinák,Vaccines for veterinary medicine
33652000-5,Daganatellenes és immunmodulátor szerek,Antineoplastic and immunomodulating agents
33652100-6,Daganatellenes szerek,Antineoplastic agents
33652200-7,Endokrin terápia,Endocrine therapy medicinal products
33652300-8,Immunszuppresszív szerek,Immunosuppressive agents
33660000-4,Az idegrendszer és az érzékszervek gyógyszerei,Medicinal products for the nervous system and sensory organs
33661000-1,Az idegrendszer és gyógyszerei,Medicinal products for the nervous system
33661100-2,Érzéstelenítők,Anaesthetics
33661200-3,Fájdalomcsillapítók,Analgesics
33661300-4,Epilepsziaellenes szerek,Antiepileptics
33661400-5,Parkinson-kór elleni szerek,Anti-Parkinson medicinal products
33661500-6,Nyugtatók,Psycholeptics
33661600-7,Pszichoanaleptikumok,Psychoanaleptics
33661700-8,Az idegrendszer egyéb gyógyszerei,Other nervous system medicinal products
33662000-8,Az érzékszervek gyógyszerei,Medicinal products for sensory organs
33662100-9,Szemészeti gyógyszerek,Ophthalmologicals
33670000-7,A légzőrendszer gyógyszerei,Medicinal products for the respiratory system
33673000-8,A légút obstruktív betegségeinek gyógyszerei,Medicinal products for obstructive airway diseases
33674000-5,Köhögés és megfázás gyógyszerei,Cough and cold preparations
33675000-2,Antihisztaminok szisztémás használatra,Antihistamines for systemic use
33680000-0,Gyógyszerészeti áruk,Pharmaceutical articles
33681000-7,"Cumi, cucli és hasonló áruk csecsemőknek","Teats, nipple shields and similar articles for babies"
